序号,楼盘ID,楼盘名称,楼盘地址（到门牌号）,经纬度,物业名称,楼盘交付时间,入住户数,预计投放点位数,实际安装点位,"房价
（元/m2）",主力户型面积,目前开发状态,需解决的问题,城市
31,,世贸茂悦府一二期,重庆市渝北区湖红路350号,"106.523875,29.65821",南京世贸物业,2016,3000,6,0,16000,106,已接洽未签约,,重庆
32,,协信溪山墅,重庆市渝北区金开大道203号,"106.519768,29.656021",协信天骄物业,2014,120,1,0,15000,215,已接洽未签约,,重庆
33,,协信星都会,重庆市渝北区金开大道203号,"106.520256,29.656261",协信天骄物业,2014,3000,4,4,16000,79,已经安装,,重庆
34,,恒大翡翠华庭,重庆市渝北区金州大道101号,"106.522056,29.651351",金碧物业,2014,1500,5,0,16000,82,已接洽未签约,,重庆
35,,恒大御景半岛,重庆市渝北区恒康路151号,"106.523541,29.64903",金碧物业,2015,600,2,0,18000,96,已接洽未签约,,重庆
36,,康田蔚蓝海A区,重庆市渝北区康景路168号,"106.506098,29.645413",康田物业,2017,500,2,0,18000,100,尚未接洽谈判,,重庆
37,,康田蔚蓝海B区,重庆市渝北区星融路66号,"106.504926,29.643531",康田物业,2016,500,2,0,18000,100,尚未接洽谈判,,重庆
38,,康田蔚蓝海C区,重庆市渝北区康景路169号,"106.507961,29.644478",康田物业,2016,500,2,0,18000,100,尚未接洽谈判,,重庆
39,,融创凡尔赛花园,重庆市渝北区星光大道99号,"106.509318,29.640302",融创物业,2014,600,2,0,15000,300,已接洽未签约,,重庆
40,,融创凡尔赛领馆一期,重庆市渝北区星光大道97号,"106.513532,29.636414",融创物业,2014,2000,6,0,17000,70,已接洽未签约,,重庆
41,,融创凡尔赛领馆二期,重庆市渝北区星融路9号,"106.507433,29.641339",融创物业,2014,1600,5,0,15000,80,已接洽未签约,,重庆
42,,融创凡尔赛领馆三期,重庆市渝北区星融路1号,"106.508725,29.64105",融创物业,2016,1800,6,0,15000,80,已接洽未签约,,重庆
43,,融创凡尔赛香榭,重庆市渝北区星融路15号,"106.560798,29.723488",融创物业,2017,600,2,0,16000,70,已接洽未签约,,重庆
44,,恒大华府,重庆市渝北区金山大道1号,"106.528314,29.631478",融创物业,2010,1200,6,0,16000,200,已接洽未签约,,重庆
45,,金科小城故事,重庆市渝北区胡杨路2号,"106.52898,29.628138",金科物业,2009,900,3,0,16000,81,已接洽未签约,,重庆
46,,金科天籁城美社,重庆市渝北区光电路1号,"106.526171,29.624864",金科物业,2004,800,2,0,15000,150,已接洽未签约,,重庆
47,,金科中华坊,重庆市渝北区黄山大道1号,"106.52298,29.621105",金科物业,2007,160,1,0,18000,300,已接洽未签约,,重庆
48,,金科中华坊紫园,重庆市渝北区黄山大道186号,"106.523295,29.621217",金科物业,2004,700,2,0,18000,130,已接洽未签约,,重庆
49,,金科天湖美镇,重庆市渝北区金开大道1号,"106.535381,29.63406",金科物业,2005,1400,7,0,15000,180,已接洽未签约,,重庆
50,,华夏城一区,重庆市渝北区人兴路301号,"106.542269,29.626274",重庆华夏物业,2011,1000,5,0,13000,70,已接洽未签约,,重庆
51,,华夏城二区,重庆市渝北区人兴路302号,"106.541841,29.624031",重庆华夏物业,2012,400,1,0,13000,70,已接洽未签约,,重庆
52,,华夏城三区,重庆市渝北区人兴路303号,"106.543963,29.625178",重庆华夏物业,2013,1500,5,0,13000,70,已接洽未签约,,重庆
53,,龙庭雅居,重庆市渝北区万年路255号,"106.540829,29.627571",重庆金飞物业,2007,320,1,0,13000,80,尚未接洽谈判,,重庆
54,,京海小城,重庆市渝北区万年路169号,"106.537867,29.626539",重庆达美物业,2005,350,1,0,12000,110,尚未接洽谈判,,重庆
55,,顺和康城A区,重庆市渝北区人和大道66号,"106.533909,29.624886",重庆川成物业,2006,230,1,0,12000,70,尚未接洽谈判,,重庆
56,,顺和康城B区,重庆市渝北区人和大道42号,"106.533823,29.624574",重庆川成物业,2006,170,1,0,12000,70,尚未接洽谈判,,重庆
57,,人和丽景,重庆市渝北区胡杨路51号,"106.530595,29.624445",广厦重庆第一物业,2004,340,1,0,15000,80,尚未接洽谈判,,重庆
58,,东原黄山大道,重庆市渝北区雪松路7号,"106.52893,29.624221",重庆新东原物业,2010,1300,3,3,15000,120,已经安装,,重庆
59,,荣鼎国际,重庆市渝北区红锦大道611号,"106.525752,29.615651",重庆荣鼎物业,2009,750,2,0,13000,80,尚未接洽谈判,,重庆
60,,大众御湖苑,重庆市渝北区云杉南路17号,"106.525622,29.612711",重庆亿博物业,2005,400,1,0,12000,110,尚未接洽谈判,,重庆
61,,金城地豪,重庆市渝北区红锦大道559号,"106.525249,29.610493",重庆可亲物业,2005,1000,3,0,13000,56,尚未接洽谈判,,重庆
62,,加新时代印象,重庆市渝北区加新路1号,"106.525279,29.608981",重庆锦福物业,2002,490,1,0,12000,60,尚未接洽谈判,,重庆
63,,龙湖花园南苑,重庆市渝北区新南路6号,"106.52232,29.607133",重庆集美嘉铭物业,2000,1200,6,0,12000,150,已接洽未签约,,重庆
64,,东界龙湖,重庆市渝北区新南路52号,"106.518017,29.607142",重庆鑫山物业,2006,130,1,0,15000,158,尚未接洽谈判,,重庆
65,,友诚九龙湖畔,重庆市渝北区新南路126号,"106.51678,29.607086",重庆润龙物业,2004,270,1,0,14000,100,尚未接洽谈判,,重庆
66,,融科海阔天空,重庆市渝北区鸳鸯路8号,"106.562684,29.668434",第一太平融科物业,2009,3700,12,0,15000,110,已接洽未签约,,重庆
67,,融科海阔天空A区,重庆市渝北区鸳鸯路73号,"106.563883,29.667479",第一太平融科物业,2007,180,1,0,15000,135,已接洽未签约,,重庆
68,,融科城阳光带,重庆市渝北区金开大道1133号,"106.564587,29.665595",第一太平融科物业,2007,1000,3,0,13000,118,已接洽未签约,,重庆
69,,融科金湖湾,重庆市渝北区湖津路121号,"106.563051,29.661683",第一太平融科物业,2014,2500,8,0,17000,75,已接洽未签约,,重庆
70,,美利山公园城市,重庆市渝北区翠渝路55号,"106.57551,29.678372",重庆美利山物业,2012,4600,13,0,15000,85,已接洽未签约,,重庆
71,,大雅云居,重庆市渝北区龙展路59号,"106.572204,29.672965",重庆汇雅物业,2016,2300,7,0,15000,80,已接洽未签约,,重庆
72,,爱加西西里,重庆市渝北区金渝大道56号,"106.569382,29.652592",重庆爱加物业,2011,2000,7,0,15000,110,已接洽未签约,,重庆
73,,叠彩城,重庆市渝北区金渝大道88号,"106.575686,29.643989",重庆祥怡物业,2007,2000,7,0,16000,90,已接洽未签约,,重庆
74,,天江鼎城雅园,重庆市渝北区兴盛大道118号,"106.575686,29.643989",重庆天江物业,2007,500,2,0,15000,130,已经签约,,重庆
75,,公园置尚,重庆市渝北区文慧路99路,"106.555668,29.601093",重庆康驰物业,2015,300,2,0,22000,200,已接洽未签约,,重庆
76,,首创十方界,重庆市渝北区红枫路9号,"106.54341,29.610228",深国贸物业,2010,1200,6,0,14000,85,已经签约,,重庆
77,,天工太阳岛,重庆市渝北区民安大道491号,"106.53952,29.607874",重庆创美物业,2008,800,2,0,13000,80,尚未接洽谈判,,重庆
78,,玛雅上层,重庆市渝北区紫荆路167号,"106.538312,29.6051",重庆荣锦物业,2009,600,2,0,12000,70,尚未接洽谈判,,重庆
79,,远洋高尔夫国际社区,渝南大道161号(内环高速渝南大道出) ,"106.553314,29.427936",远洋腾基物业,2013,1700,6,6,15000,180,已经安装,,重庆
80,,远洋高尔夫国际社区二期翡丽岛,渝南大道东50米,"106.553423,29.431717",远洋腾基物业,2013,130,1,0,15000,200,已接洽未签约,,重庆
81,,阳光100阿尔勒,重庆市巴南区渝南大道163号轻轨3号线大山村站旁,"106.557299,29.416192",重庆豪生物业,2015,500,2,0,15000,150,已接洽未签约,,重庆
82,,佳兆业广场,重庆市巴南区龙洲大道195号,"106.543405,29.416583",佳兆业物业,2015,2500,6,6,11200,70,已经安装,,重庆
83,,斌鑫江南时代,巴南渝南大道轻轨3号线大山村站(区政府旁) ,"106.548948,29.416492",重庆斌鑫物业,2015,1000,3,0,12000,80,已接洽未签约,,重庆
84,93250,江南御府,渝南分流道与民主新街交叉路口 ,"106.548751,29.444259",重庆斌鑫物业,2017,2000,3,3,12000,80,已经安装,,重庆
85,,万友四季缤纷,重庆市巴南区渝南大道186号 ,"106.548911,29.413753",重庆奇骑物业,2017,1000,3,0,12000,70,尚未接洽谈判,,重庆
86,,重庆旭辉城,重庆市巴南区渝南大道249号(政府对面),"106.550906,29.409396",上海永升物业,2016,2700,8,4,12000,90,已经安装,,重庆
87,,典雅龙海港湾,重庆市龙洲湾新区龙海大道3号（巴南新政务中心对面,"106.546237,29.405301",重庆典雅物业,2008,1700,6,0,12000,110,已经签约,,重庆
88,,典雅中央广场,巴南区龙洲湾新区(区政府对面),"106.548418,29.405036",重庆典雅物业,2010,900,3,0,12000,80,已经签约,,重庆
89,,典雅花溪半岛,重庆巴南区李家沱王家坝路(理工大学旁) ,"106.537955,29.450053",重庆典雅物业,2017,1700,6,0,12000,70,已经签约,,重庆
90,,典雅依山郡,重庆市巴南区云锦路2号,"106.509137,29.37965",重庆典雅物业,2013,900,3,0,12000,70,已经签约,,重庆
91,,曼哈顿,巴南大道8号（恒大城对面,"106.553765,29.467029",重庆盈多利物业,2009,3700,12,0,11000,61,已接洽未签约,,重庆
92,,城南未来2期,重庆市巴南区龙洲湾新区龙洲大道16号 ,"106.545614,29.395361",雅居乐物业,2014,500,2,2,10000,115,已经安装,,重庆
93,,恒大城天御,巴南大道9号,"106.555946,29.472015",金碧物业,2011,3000,10,0,12000,122,已接洽未签约,,重庆
94,,康利尔风花树,巴南区龙洲湾龙洲大道10号(龙洲湾生态公园旁) ,"106.544846,29.393395",嘉利安物业,2012,1900,6,0,12000,80,已经签约,,重庆
95,,曦园江南华都,龙洲大道1号龙洲半岛附近,"106.543901,29.385574",重庆永恒物业,2009,3000,10,0,11000,90,已接洽未签约,,重庆
96,,帝豪南城国际,重庆市巴南区箭河路2号 ,"106.532714,29.383504",重庆新宁物业,2013,2000,4,0,10000,80,已经签约,,重庆
97,,渝开发上城时代,重庆市巴南区鱼洞箭河路(轨道3号线金竹站) ,"106.531511,29.380013",重庆渝开发物业,2013,4500,12,0,10000,75,已经签约,,重庆
98,,协信星澜会,龙洲湾街道鱼胡路68号,"106.537712,29.375802",协信天骄物业,2015,1900,4,4,13000,90,已经安装,,重庆
99,26336,东原桐麓,重庆市巴南区渝南大道123,"106.558538,29.440539",重庆新东原物业,2016,1200,2,2,13000,80,已经安装,,重庆
100,,欧鹏拉菲公馆,重庆市巴南区金果路,"106.524858,29.367862",重庆鸥鹏物业,2017,2800,6,0,13000,70,已接洽未签约,,重庆
101,,宗申动力城,重庆市巴南区渝南大道130号(轻轨炒油场站旁,"106.553167,29.438811",重庆天源物业,2010,3000,6,0,12000,75,已接洽未签约,,重庆
102,,龙洲花园,重庆市巴南区龙洲大道99号,"106.543275,29.410481",重庆和田物业,2006,1400,4,0,10000,65,尚未接洽谈判,,重庆
103,,浩立碧海湾,巴南龙洲湾街道道角村1号（新区府旁） ,"106.54051,29.411763",重庆浩立物业,2012,1500,4,0,10000,70,已接洽未签约,,重庆
104,,华宇龙湾,巴南区龙洲湾巴滨路68号,"106.532076,29.422104",重庆华宇物业,2013,2000,5,0,12000,80,已接洽未签约,,重庆
105,,宗申金蓝湾,重庆市巴南区巴滨路888号 ,"106.511027,29.470305",重庆天源物业,2014,1400,3,0,11000,90,已接洽未签约,,重庆
106,,招商依云江湾,巴滨路777号(马桑溪大桥旁,"106.51129,29.46243",招商局物业,2013,1000,3,0,12000,115,已接洽未签约,,重庆
107,,融汇半岛,重庆市巴南区李家沱融汇大道7号,"106.525483,29.468401",重庆融汇物业,2006,700,2,0,12000,78,已接洽未签约,,重庆
108,,理工雅苑,重庆市巴南区重庆理工大学正对面 ,"106.53922,29.465982",重庆赤伏物业,2009,1800,4,0,10000,90,已经签约,,重庆
109,,华宇小泉微villa,南泉镇堤坎路78号 ,"106.560952,29.434531",重庆华宇物业,2012,100,1,0,12000,220,已接洽未签约,,重庆
110,,东原十里蓝山,重庆市巴南区渝南大道111号（十公里东方温泉酒店旁）,"106.560634,29.44726",重庆嘉宝物业,2012,800,2,2,12000,150,已经安装,,重庆
111,,东海定南山,渝南大道115号,"106.560232,29.44019",重庆东海物业,2014,200,1,0,11000,220,尚未接洽谈判,,重庆
112,,明华龙洲半岛,鱼洞镇龙洲大道1号 ,"106.541011,29.384614",重庆华强物业,2009,4000,5,0,10000,80,尚未接洽谈判,,重庆
113,,帝豪巴南印象,重庆市巴南区箭河路9号,"106.529057,29.376438",重庆绅帝物业,2006,3000,8,0,9000,70,已接洽未签约,,重庆
114,,佳华世纪新城A区,重庆市渝北区紫荆路1号,"106.53881,29.595353",重庆佳华物业,2001,900,3,0,12000,120,尚未接洽谈判,,重庆
115,,佳华世纪新城C区,重庆市渝北区紫荆路3号,"106.538046,29.596523",重庆佳华物业,2000,200,1,0,12000,90,尚未接洽谈判,,重庆
116,,佳华世纪新城D区,重庆市渝北区紫康路1号,"106.539789,29.597411",重庆佳华物业,2001,400,1,0,12000,60,尚未接洽谈判,,重庆
117,,皇冠东和,重庆市渝北区红黄路99号,"106.543084,29.597721",重庆绿园物业,2002,1000,3,0,13000,90,尚未接洽谈判,,重庆
118,,御景天成,重庆市渝北区洋河北路19号,"106.545607,29.593221",重庆远大物业,2006,1500,4,0,15000,90,尚未接洽谈判,,重庆
119,,城市阳光,重庆市渝北区红锦支路20号,"106.535907,29.595437",重庆梅园物业,2007,280,1,0,12000,75,尚未接洽谈判,,重庆
120,,锦绣山庄,重庆市渝北区红锦大道556号,"106.529676,29.611957",重庆锦绣山庄物业,2002,400,2,0,15000,250,尚未接洽谈判,,重庆
121,,南国丽景,重庆市渝中区沧白路66号,"106.587505,29.568709",重庆市靖立物业发展有限责任公司,2007,272,1,,13428,163,尚未接洽谈判,,重庆
122,,望江公寓,重庆市渝中区储奇门街1-31号,"106.58406,29.556385",重庆美高物业服务有限公司望江公寓管理处,2001,736,1,,11488,55,尚未接洽谈判,,重庆
123,,江枫雅筑,重庆市渝中区望龙门长滨路118号,"106.590903,29.560139",重庆青丽物业管理有限公司,2002,360,1,,12550,114,尚未接洽谈判,,重庆
124,,万友康年国际公寓,重庆市渝中区长江二路77号,"106.525967,29.544821",重庆万友康年物业管理有限公司,2006,903,2,,12593,78,已接洽未签约,,重庆
125,,康德27度生活空间,重庆市渝中区医学路9号,"106.51665,29.541215",重庆市康德物业管理有限公司,2006,540,1,,12461,142,已接洽未签约,,重庆
126,,巴渝世家,渝中区民生路329号,"106.574959,29.563807",重庆渝海物业管理有限责任公司,2002,1184,2,,10638,143,尚未接洽谈判,,重庆
127,,都市庭园,重庆市小什字棉花街18号,"106.588572,29.568425",重庆渝海物业管理有限责任公司,1999,1556,3,,9760,92,尚未接洽谈判,,重庆
128,,都市春天,重庆市渝中区大坪九坑子276号,"106.526236,29.549809",重庆源久物业管理有限责任公司,2004,198,1,,13564,70,尚未接洽谈判,,重庆
129,,民新花园,重庆市渝中区大坪大黄路128号,"106.530393,29.539371",重庆中房物业管理有限责任公司,2000,1092,2,,9300,48,尚未接洽谈判,,重庆
130,,喜业花园,重庆市渝中区大坪大黄路128号,"106.530393,29.539371",重庆中房物业管理有限责任公司,2003,560,1,,9919,120,尚未接洽谈判,,重庆
131,,新东福花园,重庆市渝中区菜袁路209号,"106.529753,29.537923",重庆联军物业管理有限公司,2006,600,1,2,8467,167,已经安装,,重庆
132,,佳馨小居,重庆市渝中区虎威路65号,"106.508794,29.549258",重庆中房物业管理有限责任公司,2014,464,1,,11296,80,尚未接洽谈判,,重庆
133,,康翔花园,重庆市新影村26号,"106.50988,29.549377",重庆中房物业管理有限责任公司,2006,1200,2,,10146,90,尚未接洽谈判,,重庆
134,,俊峰龙凤云洲,重庆市沙坪坝区大杨公桥104号,"106.456167,29.567026",丰弛物业,2011,2976,6,,11996,83,已接洽未签约,,重庆
135,,俊峰香格里拉,重庆市沙坪坝区石井坡216号,"106.449379,29.591007",丰弛物业,2016,1482,3,,17636,126,已接洽未签约,,重庆
136,,上岛郦舍,重庆市沙坪坝区新建2村附11号,"106.478932,29.563425",智捷物业,2006,1024,2,,11577,87,尚未接洽谈判,,重庆
137,,阳光新座,重庆市渝中区民生路9号,"106.580096,29.561384",新大正物业,2004,351,1,,12500,59,已接洽未签约,,重庆
138,,虎溪花园,重庆市沙坪坝区大学城西路17号,"106.295478,29.596082",新大正物业,2008,10152,20,,6995,99,已接洽未签约,,重庆
139,,百年世家,重庆市沙坪坝区教院路8号,"106.46498,29.580343",仪才物业,2004,2653,5,,11065,133,已接洽未签约,,重庆
140,,凤凰湾驭城,重庆市江北区北滨路西段宏帆路28号,"106.473253,29.601177",宏帆物业,2013,620,1,,12632,62,已接洽未签约,,重庆
141,,凤凰湾驭峰,重庆市江北区北滨路西段宏帆路28号,"106.477981,29.603336",宏帆物业,2012,688,1,,13428,89,已接洽未签约,,重庆
142,,凤凰湾驭府,重庆市江北区北滨路西段宏帆路28号,"106.475174,29.601108",宏帆物业,2013,620,1,,12632,110,已接洽未签约,,重庆
143,,凤凰湾纯水岸,重庆市江北区宏帆路32号,"106.474818,29.602303",宏帆物业,2016,328,1,,15128,141,已接洽未签约,,重庆
144,,凤凰湾繁华里,重庆市江北区宏帆路30号,"106.474544,29.601728",宏帆物业,2015,1152,2,,13416,110,已接洽未签约,,重庆
145,,凤鸣山水国际,重庆市沙坪坝区凤天大道148号,"106.45505,29.531824",九里香堤物业,2003,1395,3,,11322,59,已接洽未签约,,重庆
146,,天骄年华,重庆市凤天大道55号,"106.463175,29.537659",天骄爱生活物业,2002,1126,2,,13076,133,已接洽未签约,,重庆
147,,升伟新时空,重庆市沙坪坝凤天路1号,"106.464734,29.5457",升伟物业,2006,1041,2,,10362,88,已接洽未签约,,重庆
148,,诺丁阳光,沙坪坝区小龙坎正街369号,"106.466474,29.55293",金辉物业,2007,3521,7,2,13353,85,已经安装,,重庆
149,,凤天锦园,沙坪坝区凤天大道75号,"106.4621,29.535557",渝开发物业,2006,200,1,,10754,74,已经签约,,重庆
150,,北麓国际城,重庆市沙坪坝区思贤路27号,"106.319494,29.592761",九里香堤物业,2014,1334,3,,9426,84,已接洽未签约,,重庆
151,,贝蒙天地,重庆市沙坪坝区景阳路26号,"106.323921,29.59992",贝蒙物业,2012,2178,4,,9776,99,已接洽未签约,,重庆
152,,康田漫城,重庆市沙坪坝区景阳路20号,"106.320118,29.597322",康田物业,2012,2664,5,,9072,84,已接洽未签约,,重庆
153,,郁金香国际公寓,重庆市沙坪坝区沙正街19号,"106.467246,29.569847",庆鸿物业,2015,2163,4,,18774,37,已接洽未签约,,重庆
154,,富力城春天里,重庆市沙坪坝大学城中路48号,"106.316238,29.619093",富力物业,2008,1305,3,,9002,67,已接洽未签约,,重庆
155,,富力城书香里,重庆市沙坪坝区盛德路,"106.320506,29.61954",富力物业,2016,586,1,,8753,77,已接洽未签约,,重庆
156,,富力城瀚湖,重庆市沙坪坝区大学城中路46号,"106.317511,29.616414",富力物业,2014,2024,4,,8802,100,已接洽未签约,,重庆
157,,富力城河畔里,重庆市沙坪坝区大学城南路20号,"106.318712,29.606069",富力物业,2014,2288,5,,9162,61,已接洽未签约,,重庆
158,,富力城幸福里,重庆市沙坪坝区大学城中路50号,"106.315649,29.620757",富力物业,2008,880,2,,8333,82,已接洽未签约,,重庆
159,,富力城2期第一区,重庆市沙坪坝区大学城南路22号,"106.315617,29.60605",富力物业,2011,3562,7,,9483,88,已接洽未签约,,重庆
160,,富力城繁华里,重庆市沙坪坝区大学城景阳路(地铁站南行300米),"106.318658,29.608219",富力物业,2016,1528,3,,9402,48,已接洽未签约,,重庆
161,,富力城五星名座,重庆市沙坪坝大学城中路46号,"106.311416,29.606438",富力物业,2013,1345,3,,9645,56,已接洽未签约,,重庆
162,,富力城倾城里,重庆市沙坪坝区大学城中路34号3幢255号,"106.315706,29.608159",富力物业,2015,3035,6,,9283,118,已接洽未签约,,重庆
163,,富力城时光里,重庆市沙坪坝大学城南路12号,"106.328286,29.60612",富力物业,2013,2940,6,,8909,132,已接洽未签约,,重庆
164,,富力城蝶花岸,重庆市沙坪坝区景阳路56号,"106.32044,29.61663",富力物业,2008,1208,2,,8694,56,已接洽未签约,,重庆
165,,富力城地壹站,重庆市沙坪坝区学城大道,"106.316041,29.610301",富力物业,2015,0,0,,12000,88,已接洽未签约,,重庆
166,,金科廊桥水岸,重庆市江北区五桂路新区政府旁,"106.583756,29.610755",金科物业,2008,2440,5,,13868,88,已接洽未签约,,重庆
167,,金科廊桥天都,重庆市沙坪坝大学城南二路166号,"106.296927,29.58813",金科物业,2013,6422,13,,9655,79,已接洽未签约,,重庆
168,,金科廊桥水乡,重庆市大学城南二路166号(重庆大学虎溪校区旁),"106.291052,29.588001",金科物业,2017,1898,4,,8788,73,已接洽未签约,,重庆
169,,金科天宸,重庆市沙坪坝区西永永祥路105号,"106.371139,29.621626",金科物业,2016,2478,5,,11068,84,已接洽未签约,,重庆
170,,华宇都市家园,重庆市天星桥都市花园西路9号,"106.457385,29.546662",重庆华宇物业服务有限公司,2003,312,1,,8475,140,已接洽未签约,,重庆
171,89966,西城丽景,重庆市沙坪坝站西路88号,"106.453003,29.565756",重庆华宇物业服务有限公司,2006,1272,3,4,11894,90,已经安装,,重庆
172,,华宇龙泉大厦,重庆市小龙坎新街2号,"106.475209,29.559844",重庆华宇物业服务有限公司,2000,368,1,,8844,94,已接洽未签约,,重庆
173,,华宇.星云汇星领地,重庆市沙坪坝区杨梨路19号,"106.452828,29.567171",重庆华宇物业服务有限公司,2016,1582,3,,11711,66,已接洽未签约,,重庆
174,,华宇秋水长天,重庆市沙坪坝区沙滨路66号,"106.474259,29.578144",重庆华宇物业服务有限公司,2008,2007,4,,12359,93,已接洽未签约,,重庆
175,,华宇·渝州新都,重庆市渝中区大坪正街140号(石油路车站旁),"106.513935,29.545228",重庆华宇物业服务有限公司,2006,3104,6,,14090,132,已接洽未签约,,重庆
176,,华宇时代星都,重庆市重庆市沙坪坝区白马凼138号,"106.484777,29.540616",重庆华宇物业服务有限公司,2016,2772,6,,13551,91,已接洽未签约,,重庆
177,101453,东原ARC中央广场,重庆市碾盘正街88号(小正街社区对面),"106.467005,29.557476",万友康年物业,2012,2433,5,4,15839,52,已经安装,,重庆
178,,雍江翠璟,渝中区瑞天路138号(原化龙桥嘉陵路),"106.507513,29.557932",上海丰诚物业管理有限公司重庆分公司,2014,573,1,,19461,148,已接洽未签约,,重庆
179,,雍江苑,重庆市化龙桥街道瑞天路196号,"106.508712,29.560733",上海丰诚物业管理有限公司重庆分公司,2009,1082,2,,17548,89,已接洽未签约,,重庆
180,,雍江御庭,重庆市瑞天路51号,"106.510885,29.557828",上海丰诚物业管理有限公司重庆分公司,2014,1645,3,,19904,71,已接洽未签约,,重庆
181,,雍江悦庭,重庆市瑞天路61号,"106.508674,29.55899",上海丰诚物业管理有限公司重庆分公司,2010,1140,2,,18204,139,已接洽未签约,,重庆
182,,雍江艺庭,重庆市渝中区瑞天路182号,"106.512158,29.559632",上海丰诚物业管理有限公司重庆分公司,2011,1544,3,,18921,104,已接洽未签约,,重庆
