序号,楼盘ID,楼盘名称,楼盘地址（到门牌号）,经纬度,物业名称,楼盘交付时间,入住户数,预计投放点位数,实际安装点位,"房价
（元/m2）",主力户型面积,目前开发状态,需解决的问题,城市
73,,广电兰亭荣荟,古田四路30号,"114.223279,30.610899",广电物业,2006.2,1112,4,3,16156,98,已接洽未签约,,武汉
74,,广电兰亭时代,江城大道与四新南路交汇处,"114.22133,30.515273",广电物业,2013.11,1114,4,3,15420,128,已接洽未签约,,武汉
75,,广电兰亭熙园,汉阳马鹦路与马沧湖路交汇处,"114.255528,30.544053",广电物业,2012.3,854,3,1,18466,92,已接洽未签约,,武汉
76,,广电琴台颖园,汉阳大道五里新村汉阳大道402号,"114.254659,30.559204",广电物业,2011.9,1978,7,2,16364,97,已接洽未签约,,武汉
77,,兆麟.锦桦豪庭,汉阳区汉桥路18号,"114.236145,30.561397",广东宏德科技物业有限公司武汉分公司,2006.9,448,4,1,19000,92,已经安装,,武汉
78,,翠林雅居,武汉市东西湖区将军路200号,"114.264109,30.651506",广州广电物业管理有限公司,2012.11,3968,13,,14000,97,已接洽未签约,,武汉
79,,海伦春天,芳草一路19号,"114.192389,30.538153",海伦堡物业,2016.06,524,2,,14000,102,已接洽未签约,,武汉
80,,美林青城3,才茂街20号,"114.359685,30.59752",海南珠江物业酒店管理有限公司武汉分公司,2006.11,1412,3,,31122,98,已接洽未签约,,武汉
81,,中侨观邸,台北一路29号,"114.287632,30.599897",恒兴（武汉）物业,2012.12,496,2,,222320,92,已接洽未签约,,武汉
82,,百胜春天 ,金桥大道58号百胜春天,"114.301196,30.652766",恒越物业,2016.06,878,3,,17007,97,已接洽未签约,,武汉
83,,百胜家想时代,发展大道397号,"114.285282,30.627174",恒越物业,2012.11,878,3,,17266,98,已接洽未签约,,武汉
84,,百胜青城一品,建一南路85号,"114.389154,30.619187",恒越物业,2006.9,2050,7,,18061,128,已接洽未签约,,武汉
85,,香利国庭,,"114.300915,30.644949",弘帛物业,2011.9,1166,4,,29000,102,已接洽未签约,,武汉
86,,鑫成俊杰,,"114.296222,30.591609",弘润物业,2011.9,5244,17,,24000,97,已接洽未签约,,武汉
87,,洪福家园1,雄楚大街938号,"114.406872,30.503339",洪顺物业管理有限公司,2008.7,372,1,,18021,98,已接洽未签约,,武汉
88,,千禧名苑,友谊大道528号,"114.356166,30.60199",湖北东之汇物业管理有限公司,2012.5,420,1,,23000,97,已接洽未签约,,武汉
89,,龙苑澜岸,,"114.427209,30.408251",湖北宏达物业,2011.9,1412,5,,29000,92,已接洽未签约,,武汉
90,,华亚新领地,雄楚大街128号,"114.330437,30.524618",湖北华亚投资有限公司,2006.9,1007,3,,17375,105,已接洽未签约,,武汉
91,,紫阳·金利屋,张之洞路139号,"114.308833,30.540687",湖北金利屋物业,2016.06,414,1,,22610,97,已接洽未签约,,武汉
92,,御景名门,武汉市雄楚大道209号,"114.345235,30.519635",湖北金运物业管理有限公司,2011.9,680,3,3,15000,115,已经安装,,武汉
93,,黄埔东宫,武汉市江岸区黄浦大街86号,"114.313134,30.620718",湖北美佳和谐物业管理有限公司,2008.7,500,2,2,21000,97,已经安装,,武汉
94,,清江锦城沁园,张家湾街烽胜路55号,"114.304223,30.480147",湖北清能碧桂园物业服务有限公司,2011.9,1285,4,4,24000,97,已经安装,,武汉
95,,清江锦城玺园,张家湾街烽胜路55号,"114.301388,30.480104",湖北清能碧桂园物业服务有限公司,2011.9,1346,4,4,20000,98,已经安装,,武汉
96,,秀泽园（南区）,后湖大道特8号,"114.332826,30.656782",湖北泰跃物业管理有限公司,2013.11,1132,4,,17883,98,已接洽未签约,,武汉
97,,天伦·我的寓所,,"114.31041,30.646125",湖北天馨物业,2011.9,5244,17,,29000,92,已接洽未签约,,武汉
98,,天伦·美伦美舍,,"114.311808,30.641606",湖北天馨物业,2006.11,340,1,,29000,102,已接洽未签约,,武汉
99,,新长江香榭琴台东区,五龙路49号,"114.25817,30.551959",湖北新长江物业,2000.1,1690,6,,16300,97,已接洽未签约,,武汉
100,,新长江香榭琴台墨园A区,湖北省武汉市汉阳区五龙路56号,"114.257442,30.548116",湖北新长江物业,2012.6,876,3,,16292,92,已接洽未签约,,武汉
101,,新长江香榭琴台墨园B区,湖北省武汉市汉阳区五龙路56号,"114.257162,30.546877",湖北新长江物业,2015.7,876,3,,17975,102,已接洽未签约,,武汉
102,,新长江香榭琴台西区1,湖北省武汉市汉阳区马沧湖路49号,"114.25721,30.55202",湖北新长江物业,2011.7,1690,6,,17975,97,已接洽未签约,,武汉
103,,新长江香榭琴台西区2,马沧湖路49号,"114.257401,30.553596",湖北新长江物业,2011.9,1690,6,,17975,105,已接洽未签约,,武汉
104,,东湖天下,武汉市武昌区东湖路189号,"114.378894,30.582651",湖北新世纪物业管理有限公司,2006.7,815,3,3,40000,128,已经安装,,武汉
105,,中谷苑二期,龙城路6号,"114.389336,30.470211",华光物业,2012.3,408,1,,16368,92,已接洽未签约,,武汉
106,,中谷苑一期,龙城路6号,"114.388489,30.471739",华光物业,2011.9,408,1,,16368,97,已接洽未签约,,武汉
107,,华侨城一期,,"114.388576,30.591595",华侨城物业,2012.3,434,1,,24000,98,已接洽未签约,,武汉
108,,华侨城二期,,"114.386219,30.593109",华侨城物业,2011.9,332,1,,18000,128,已接洽未签约,,武汉
109,,汉桥城中花园,,"114.236047,30.556553",汇得行物业,2016.06,332,1,,29000,98,已接洽未签约,,武汉
110,,歌林花园,,"114.261578,30.715344",佳海物业,2006.2,1693,6,,27000,98,已接洽未签约,,武汉
111,,金域天下1期,武汉市洪山区烽胜路36号,"114.297052,30.485835",佳兆业物业管理（深圳）有限公司武汉金域天下分公司,2013.9,4000,4,,35000,92,已接洽未签约,,武汉
112,,金域天下2期,武汉市洪山区烽胜路36号,"114.29546,30.486595",佳兆业物业管理（深圳）有限公司武汉金域天下分公司,2014.6,4000,8,,18000,97,已接洽未签约,,武汉
113,,佳兆业金域天下二期,白沙洲新城烽胜路36号,"114.29546,30.486595",佳兆业物业管理（深圳）有限公司武汉金域天下分公司,2015.7,5244,17,,14000,97,已接洽未签约,,武汉
114,,佳兆业金域天下二期2,白沙洲新城烽胜路36号,"114.294595,30.485753",佳兆业物业管理（深圳）有限公司武汉金域天下分公司,2011.7,2737,9,,14000,105,已接洽未签约,,武汉
115,,佳兆业金域天下三期,白沙洲新城烽胜路36号,"114.301281,30.486596",佳兆业物业管理（深圳）有限公司武汉金域天下分公司,2011.9,5244,17,,13754,97,已接洽未签约,,武汉
116,,佳兆业金域天下一期2,白沙洲新城烽胜路36号,"114.299494,30.486854",佳兆业物业管理（深圳）有限公司武汉金域天下分公司,2006.11,340,1,,14000,98,已接洽未签约,,武汉
117,,高雄88号,,"114.293469,30.606984",家旺豪物业,2012.12,629,2,,29000,92,已接洽未签约,,武汉
118,,名雅居,,"114.297636,30.61264",嘉和物业,2006.9,1166,4,,15000,92,已接洽未签约,,武汉
119,,嘉鑫大厦  ,青年路153号,"114.269586,30.594729",嘉辉物业,2012.11,1416,5,,15835,92,已接洽未签约,,武汉
120,,星海虹城,,"114.335571,30.556955",嘉泽物业,2011.9,5244,17,,29000,98,已接洽未签约,,武汉
121,,馨苑小区,新湾五路141号,"114.260447,30.633911",江城物业,2006.11,973,3,,14000,97,已接洽未签约,,武汉
122,,东湖名居,珞瑜路333号,"114.377464,30.5273",今天物业管理公司,2006.2,434,1,,20312,92,已接洽未签约,,武汉
123,,金地澜菲溪岸马蹄广场,江城大道与四新南路交汇处,"114.218162,30.518154",金地物业,2006.2,1438,5,5,13199,98,已经安装,,武汉
124,,楚天都市金园,,"114.2485,30.617342",金阳城物业,2016.8,5244,17,,15000,102,已接洽未签约,,武汉
125,,九坤五环华城,,"114.146889,30.613838",金阳城物业,2006.9,1416,5,,21000,92,已接洽未签约,,武汉
126,,龙江庭苑A区,五龙路51号,"114.258136,30.550141",均阳物业公司,2016.06,625,2,,15773,97,已接洽未签约,,武汉
127,,龙江庭苑B区,动物园路特1号,"114.259755,30.550332",均阳物业公司,2012.11,802,3,,15773,120,已接洽未签约,,武汉
128,,凯旋佳园 ,发展大道100号,"114.248097,30.619618",凯旋门物业,2015.7,166,16,,14121,97,已接洽未签约,,武汉
129,,海马公园,后襄河北路59号,"114.261751,30.618527",老管家（河南）物业服务有限公司武汉分公司,2016.8,410,4,4,23000,92,已经安装,,武汉
130,,武华苑,,"114.298931,30.63863",乐为物业,2006.11,166,1,,23000,92,已接洽未签约,,武汉
131,,梦湖水岸,徐东友谊大道318号,"114.33611,30.576954",丽岛物业,2013.11,629,3,,28052,128,已接洽未签约,,武汉
132,,建荣嘉园A区,,"114.223399,30.607397",丽岛物业,2000.1,629,2,,29000,97,已接洽未签约,,武汉
133,,建荣嘉园B区,,"114.222142,30.605377",丽岛物业,2016.06,434,1,,15000,92,已接洽未签约,,武汉
134,,联发九都府,,"114.218619,30.59639",联发物业,2016.06,1416,5,,23000,128,已接洽未签约,,武汉
135,,联发九都国际,,"114.35836,30.588251",联发物业,2006.9,2737,9,,23000,97,已接洽未签约,,武汉
136,,水墨兰庭,三角湖路4号,"114.173458,30.515091",绿城物业,2006.9,288,1,,14000,97,已接洽未签约,,武汉
137,,同馨花园雍豪府2期3组团,解放大道582号（柜机物流从京汉大道进）,"
114.261304,30.583773",绿城物业,2015.7,324,1,,35000,97,已接洽未签约,,武汉
138,,中大长江紫都三期,,"114.292207,30.516841",绿城物业,2012.11,2737,9,,23000,98,已接洽未签约,,武汉
139,,中大长江紫都四期,,"114.292207,30.516841",绿城物业,2006.9,1007,3,,15000,128,已接洽未签约,,武汉
140,,中大长江紫都六期,,"114.294728,30.519879",绿城物业,2006.9,865,3,,23000,92,已接洽未签约,,武汉
141,,水墨·清华一期,,"114.217165,30.549608",绿城物业,2008.7,1166,4,,15000,97,已接洽未签约,,武汉
142,,水墨·清华二期,,"114.220289,30.552975",绿城物业,2016.8,166,1,,21000,92,已接洽未签约,,武汉
143,,中大水墨兰轩,,"114.21598,30.550202",绿城物业,2016.8,1412,5,,29000,102,已接洽未签约,,武汉
144,,中大十里新城,,"114.218634,30.561589",绿城物业,2012.12,629,2,,29000,92,已接洽未签约,,武汉
145,,银湖翡翠,金山大道178号,"114.221572,30.643363",马鞍山紫元物业服务有限公司武汉分公司,2016.8,1720,5,5,19000,102,已经安装,,武汉
146,,华星融城,姑李路88号,"114.260966,30.65009",美好物业,2006.9,2737,9,,14000,97,已经签约,,武汉
147,,东一时区,银松路138号,"114.278876,30.597344",美好愿京物业,2015.7,486,2,,19000,102,已接洽未签约,,武汉
148,,万景橘苑,姑嫂树新湾路和新湾四路交汇处,"114.257043,30.638817",美好愿京物业,2011.7,408,1,,16000,97,已接洽未签约,,武汉
149,,武汉愿景城,金银潭大道常青一中旁,"114.253333,30.663612",美好愿京物业,2011.9,882,3,,16000,115,已接洽未签约,,武汉
150,,阳光新港中央花园城,新港柴泊湖畔（近余泊南路）,"114.577808,30.697825",美好愿京物业,2006.11,2546,8,,21000,97,已接洽未签约,,武汉
151,,奥林匹克花园,环湖中路18号,"114.217726,30.67796",美好愿京物业,2013.11,1400,5,,21000,98,已接洽未签约,,武汉
152,,阳光在线,东湖高新区雄楚大道998号,"114.410657,30.500923",美好愿京物业,2012.3,1510,5,,21000,128,已接洽未签约,,武汉
153,,香榭丽舍,沌口神龙街1号（沌口596终点站）,"114.331511,30.510484",美好愿京物业,2011.9,534,2,,21000,92,已接洽未签约,,武汉
154,,丁香水榭,金银湖环湖路81号,"114.225952,30.533632",美好愿京物业,2000.1,492,2,,14000,97,已接洽未签约,,武汉
155,,缤纷四季,七里庙墨水湖北路102号-212号,"114.244579,30.55821",美好愿京物业,2012.6,964,3,,18500,92,已接洽未签约,,武汉
156,,美好愿景香榭丽舍,神龙大道119号,"114.163994,30.501844",美好愿景物业,2015.7,1660,6,,15487,97,已接洽未签约,,武汉
157,,名流公馆,汉阳马鹦路特一号,"114.256488,30.547586",名流置业武汉有限公司,2012.3,434,5,,28052,92,已接洽未签约,,武汉
158,,明泽丽湾,,"114.34697,30.496259",明泽物业,2016.8,166,1,,21000,102,已接洽未签约,,武汉
159,,巴黎豪庭,,"114.434156,30.510257",南方物业,2016.8,1416,5,,29000,92,已接洽未签约,,武汉
160,,康乐苑,恒安路262号,"114.322067,30.519604",南湖宝安物业管理公司,2011.7,1412,16,,17698,120,已接洽未签约,,武汉
161,,盛景花园,,"114.297616,30.635489",亲和物业,2012.11,5244,17,,15000,128,已接洽未签约,,武汉
162,,天泽一方,古田四路199号天泽一方 ,"114.223904,30.612469",瑞征物业,2012.3,1511,5,,17855,92,已接洽未签约,,武汉
163,,山河企业大厦,,"114.36796,30.581859",山河物业,2016.8,1412,5,,29000,92,已接洽未签约,,武汉
164,,玫瑰南苑,玫瑰南街105号,"114.209414,30.571074",深圳东方物业,2016.8,2432,8,,13195,97,已接洽未签约,,武汉
165,,玫瑰馨苑,汉阳大道778号,"114.210406,30.570614",深圳东方物业,2012.12,408,1,,14888,92,已接洽未签约,,武汉
166,,玫瑰苑,玉龙路101号,"114.209601,30.57264",深圳东方物业,2006.2,101,0,,13656,102,已接洽未签约,,武汉
167,,纯水岸·东湖天屿5,欢乐大道166号,"114.391908,30.595781",深圳华侨城物业,2013.11,4137,14,,33260,128,已接洽未签约,,武汉
168,,纯水岸·东湖天樾二期别墅区,欢乐大道166号,"114.388322,30.591887",深圳华侨城物业,2012.3,4137,14,,33822,92,已接洽未签约,,武汉
169,,纯水岸·东湖天樾一期,欢乐大道166号纯水岸·东湖天樾一期,"114.391319,30.592643",深圳华侨城物业,2011.9,4137,14,,33822,97,已接洽未签约,,武汉
170,,纯水岸·东湖天樾一期别墅区 ,欢乐大道166号,"114.392961,30.597353",深圳华侨城物业,2000.1,4137,14,,33822,92,已接洽未签约,,武汉
171,,纯水岸东湖天屿1,欢乐大道166号,"114.392982,30.597362",深圳华侨城物业,2016.06,4137,14,,33260,102,已接洽未签约,,武汉
172,,汉水琴台,琴台大道820号,"114.229314,30.576287",深圳市恒基物业管理有限公司湖北分公司,2012.12,798,3,3,19000,97,已经安装,,武汉
173,,武汉长江航运中心,黄陂街11号,"114.301769,30.578589",深圳市恒基物业管理有限公司湖北分公司,2006.2,430,2,2,18500,120,已经安装,,武汉
174,,金地1903,京汉大道869号,"114.297932,30.596916",深圳市金地物业管理有限公司武汉分公司,2006.9,536,2,2,19000,97,已经安装,,武汉
175,,金地格林春岸,金银湖南路古乐路,"114.200754,30.63625",深圳市金地物业管理有限公司武汉分公司,2014.5,1800,9,9,21000,98,已经安装,,武汉
176,,金地澜菲溪岸1期,四新江城大道与中环线交汇处,"114.217749,30.520084",深圳市金地物业管理有限公司武汉分公司,2013.8,2700,9,9,23000,128,已经安装,,武汉
177,,金地澜菲溪岸2期,四新江城大道与中环线交汇处,"114.218271,30.517167",深圳市金地物业管理有限公司武汉分公司,2013.8,1000,7,6,19000,92,已经安装,,武汉
178,,南国北都,姑嫂树路12号,"114.272742,30.633225",深圳市金地物业管理有限公司武汉分公司,2014.8,560,1,1,19000,97,已经安装,,武汉
179,,长江紫都紫兰苑,武昌区武金堤东路与堤东街交汇处,"114.292354,30.518925",深圳市金地物业管理有限公司武汉分公司,2011.9,1172,4,4,18000,92,已经安装,,武汉
180,,金地格林东郡,纺织路路口,"114.413908,30.490157",深圳市金地物业管理有限公司武汉分公司,2011.9,3000,6,6,24000,102,已经安装,,武汉
181,,金地格林小城-莱茵,武昌区雄楚大街268号,"114.339594,30.50372",深圳市金地物业管理有限公司武汉分公司,2011.9,1500,4,4,23000,97,已经安装,,武汉
182,,金地格林小城-美茵,武昌区雄楚大街268号,"114.340347,30.506754",深圳市金地物业管理有限公司武汉分公司,2011.9,1900,2,2,15000,115,已经安装,,武汉
183,,金地格林小城-梦茵,书城路46号,"114.334553,30.504272",深圳市金地物业管理有限公司武汉分公司,2012.5,2200,6,6,24000,97,已经安装,,武汉
184,,金地-国际花园,和平大道300号,"114.317181,30.567758",深圳市金地物业管理有限公司武汉分公司,2011.9,2346,7,7,20000,98,已经安装,,武汉
185,,金地虹顶家园,恒安路49号,"114.318771,30.508004",深圳市金地物业管理有限公司武汉分公司,2012.5,712,1,1,19000,128,已经安装,,武汉
186,,金地-南国SOHO,南湖建安街与丁字桥南路交汇处,"114.327312,30.515065",深圳市金地物业管理有限公司武汉分公司,2011.9,1500,1,1,19000,92,已经安装,,武汉
187,,金地-南国花郡,南李路2号,"114.319883,30.50444",深圳市金地物业管理有限公司武汉分公司,2012.5,750,1,1,19000,97,已经安装,,武汉
188,,金地南国新东城,中山路487号,"114.325096,30.54332",深圳市金地物业管理有限公司武汉分公司,2012.5,576,1,1,15000,92,已经安装,,武汉
189,,金地圣爱米伦,南湖区南李路27号,"114.321217,30.495633",深圳市金地物业管理有限公司武汉分公司,2017.3,1365,6,6,18000,102,已经安装,,武汉
190,,金地-天悦,康泰路与荣院路交汇处,"114.397551,30.498607",深圳市金地物业管理有限公司武汉分公司,2012.5,500,2,2,18000,97,已经安装,,武汉
191,,金地西岸故事,珞狮南路320号,"114.343445,30.489901",深圳市金地物业管理有限公司武汉分公司,2012.5,1484,4,4,24000,105,已经安装,,武汉
192,,金地自在城商业,仁和路1335号,"114.390109,30.610798",深圳市金地物业管理有限公司武汉分公司,2015.12,800,3,3,23000,97,已经安装,,武汉
193,,金地自在城住宅,仁和路1335号,"114.393853,30.613695",深圳市金地物业管理有限公司武汉分公司,2015.12,2500,10,10,15000,98,已经安装,,武汉
