序号,楼盘ID,楼盘名称,楼盘地址（到门牌号）,经纬度,物业名称,楼盘交付时间,入住户数,预计投放点位数,实际安装点位,"房价
（元/m2）",主力户型面积,目前开发状态,需解决的问题,城市
25,,骏皇嘉园,广东省深圳市福田区新沙二路南新洲九街251号,"114.030696,22.557971",深圳中兆物业管理有限公司,2001.4.6,264,1,0,126141,69,已接洽，未签约,等待物业方审批流程,深圳
26,,华盛君荟名庭,广东省深圳市罗湖区东门中路2125号,"114.026264,22.544973",深圳市农科物业管理有限公司,2013.6.8,807,2,0,125614,139,已接洽，未签约,找不到合适点位,深圳
27,,竹盛花园,广东省深圳市福田区香蜜湖街道紫竹六道78号,"113.982078,22.551367",深圳华侨城物业管理有限公司,2007.4.9,343,1,0,124947,235,已接洽，未签约,等待物业方审批流程,深圳
28,,新龙坊小区,广东省深圳市罗湖区翠园街56号,"113.981932,22.553432",深圳华侨城物业管理有限公司,2010.5.6,193,1,0,123964,260,已接洽，未签约,等待物业方审批流程,深圳
29,,梧桐山新居二期,广东省深圳市罗湖区莲塘畔山路116号,"113.990832,22.552981",华侨城物业管理公司,2006.6.1,315,1,0,123918,300,尚未接洽谈判,,深圳
30,,汽车大厦,广东省深圳市福田区华强北振华路45号,,自有物业,1986.2.6,200,1,0,123847,72,已接洽，未签约,找不到合适点位,深圳
31,,竹林花园,广东省深圳市福田区竹子林六路8号 ,"114.101552,22.55845",深圳市城建物业管理公司,2003.5.6,516,2,0,123030,156,已接洽，未签约,找不到合适点位,深圳
32,,泰阳硅谷公寓,广东省深圳市南山区科技园中区科技北路与青梧路交汇处,"113.924584,22.532315",深圳市常安物业服务有限公司,1993.5.6,252,1,0,122820,68,已接洽，未签约,等待物业方审批流程,深圳
33,,瑞和园,广东省深圳市福田区益田路3001号,"113.982316,22.532939",深圳市东部物业管理有限公司,2004.5.9,591,2,0,122675,165,已接洽，未签约,等待物业方审批流程,深圳
34,,光彩新世纪家园,广东省深圳市南山区南山大道1136号,"114.100257,22.557046",城建集团,1994.2.6,918,3,0,122528,94,尚未接洽谈判,,深圳
35,,香荔新村,广东省深圳市福田区莲花西路和景田东路交界31号 ,"113.972774,22.53382",深圳市百利行物业发展有限公司,2007.8.9,275,1,0,122201,173,已接洽，未签约,找不到合适点位,深圳
36,,华府馨居,广东省深圳市福田区上梅林安得路5号,"113.940121,22.486443",深圳市半岛城邦房地产物业有限公司,2016.3.28,1200,4,0,122031,89,尚未接洽谈判,,深圳
37,,向西雍睦豪庭,广东省深圳市罗湖区深南东路与东门南路交汇处,"113.971718,22.535335",深圳市百利行物业发展有限公司,2009.5.8,339,1,0,121009,189,已接洽，未签约,物业不同意,深圳
38,,深业东岭,广东省深圳市罗湖区黄贝岭中村52号,"113.94418,22.547084",深圳市长城物业管理公司,2001.8.7,208,1,0,120134,102,尚未接洽谈判,,深圳
39,,嘉州富苑,广东省深圳市福田区新洲村新洲二街292号 ,"113.946306,22.498744",深圳市晶发物业服务有限公司,2011.2.9,736,2,0,120088,134,已接洽，未签约,找不到合适点位,深圳
40,,天元大厦,广东省深圳市罗湖区红桂路1029号,"113.959125,22.529045",深圳市鹏基物业管理服务有限公司,2007.5.8,346,1,0,119864,142,已接洽，未签约,等待物业方审批流程,深圳
41,,中通锦龙花园,广东省深圳市福田区爱华路21号,"113.963511,22.552174",自有物业,2014.5.4,424,1,0,119462,80,已接洽，未签约,找不到合适点位,深圳
42,,阳光花地,广东省深圳市南山区前海路1082号 ,"113.97198,22.534057",深圳市百利行物业发展有限公司,2005.4.9,571,2,0,119358,155,已接洽，未签约,等待物业方审批流程,深圳
43,,文德福豪园,广东省深圳市南山区后海大道2002号,"113.943714,22.550738",深圳市福田物业发展有限公司,2007.8.5,566,2,0,118976,76,已接洽，未签约,等待物业方审批流程,深圳
44,,玉湖湾,广东省深圳市宝安区碧海中心区西北部银田路与兴业路的交汇处,"113.935082,22.527117",自有物业,1997.8.4,262,1,0,118974,174,已接洽，未签约,等待物业方审批流程,深圳
45,,花样年花乡,广东省深圳市宝安区明玉路11号,,深圳市新一代物业管理有限公司,2007.5.8,798,2,0,118787,89,尚未接洽谈判,,深圳
46,,福业大厦,广东省深圳市福田区福强路1010号 ,"113.971451,22.534126",深圳市百利行物业发展有限公司,2006.7.8,722,2,0,118729,173,尚未接洽谈判,,深圳
47,,福昌大厦,广东省深圳市福田区福港路18号,"113.933295,22.538681",深圳市田厦物业管理有限公司,2012.8.9,1600,5,0,118493,85,已接洽，未签约,物业不同意,深圳
48,,缔梦园,广东省深圳市福田区莲花西路2075号,"113.92575,22.534808",深圳市海联物业管理有限公司,1999.8.5,598,1,0,118396,80,已接洽，未签约,需要与业主委员会沟通,深圳
49,,星河盛世公寓,广东省深圳市龙华区龙华区梅龙路与民乐路的交汇处,"113.949654,22.496639",深圳市鸿威物业管理有限公司,2011.2.9,608,2,0,118039,150,已接洽，未签约,找不到合适点位,深圳
50,,城投福滨苑,广东省深圳市福田区福田南路22号,"113.9491,22.508404",世邦魏理仕,2010.9.8,1690,5,0,117787,140,已接洽，未签约,项目经理需深入了解,深圳
51,,金竹园小区,广东省深圳市南山区蛇口四海路20号 ,"113.930113,22.544557",深圳市大新实业股份有限公司,2002.5.8,416,1,0,117769,88,已接洽，未签约,项目经理需深入了解,深圳
52,,招商城市主场小区,广东省深圳市福田区八卦二路145号 ,"113.92585,22.537136",保利物业管理,2003.5.7,228,1,0,117755,76,已接洽，未签约,等待物业方审批流程,深圳
53,,现代城梦想家园,广东省深圳市南山区南海大道2536号,"114.033057,22.545077",长城物业管理公司,2000.8.25,2166,7,0,116180,169,尚未接洽谈判,项目经理需深入了解,深圳
54,,都会100,广东省深圳市福田区中航路4号,"113.953338,22.529192",恒立冠物业,2005.8.21,584,1,0,115421,68,尚未接洽谈判,,深圳
55,,太子山庄,广东省深圳市南山区前海路0308号,"114.100969,22.559749",深圳市城建物业管理有限公司,2000.7.23,800,2,0,115021,52,尚未接洽谈判,,深圳
56,,金海岸,广东省深圳市南山区创业路9号,"113.946209,22.508293",深圳市新天时代物业管理有限公司,2009.6.24,730,2,0,114791,177,尚未接洽谈判,,深圳
57,,益田花园豪园居,广东省深圳市福田区福强路1605号,"114.101608,22.556946",城建物业,1996.2.8,620,2,0,114541,127,已接洽，未签约,物业不同意,深圳
58,,祥韵苑,广东省深圳市福田区石厦北三街9号,"114.097773,22.551915",深圳市金茂物业管理有限公司,2004.8.24,780,2,0,113661,71,已接洽，未签约,找不到合适点位,深圳
59,,华业玫瑰四季,广东省深圳市龙华区人民路与腾龙路交会处,"113.973801,22.550411",深圳市世纪开元物业服务有限公司,2004.4.26,260,1,0,113300,75,已接洽，未签约,物业不同意,深圳
60,,御河堤,广东省深圳市福田区东园路28号,"113.974043,22.548373",自有物业,2004.4.27,288,1,0,113300,75,已接洽，未签约,需要与业主委员会沟通,深圳
61,,金色假日,广东省深圳市福田区景田路21号,"113.982516,22.552944",深圳华侨城物业管理有限公司,2003.5.24,402,1,0,113294,113,尚未接洽谈判,,深圳
62,,鸿景湾名苑,广东省深圳市福田区下沙福荣路58号 ,"113.984838,22.569447",中海物业管理(深圳)有限公司,2003.5.25,482,1,0,113294,123,已接洽，未签约,,深圳
63,,美荔园,广东省深圳市罗湖区红岭中路1018号美荔园大厦内,"113.981547,22.543679",深圳市益田物业管理有限公司,2003.6.25,480,1,0,113294,122,已接洽，未签约,物业不同意,深圳
64,,汇文楼,广东省深圳市南山区杜鹃山东街8号,"113.984204,22.54576",深圳市益田物业管理有限公司,2003.6.26,510,1,0,113294,85,尚未接洽谈判,,深圳
65,,鸿瑞花园,广东省深圳市南山区南光路65-22号 ,"113.990923,22.565529",自有物业,1998.2.25,256,1,0,113266,63,已接洽，未签约,找不到合适点位,深圳
66,,欧陆经典,广东省深圳市南山区龙井路215号,"113.972036,22.534267",深圳市百利行物业发展有限公司,2009.8.24,741,2,0,113153,88,尚未接洽谈判,,深圳
67,,枕荔楼,广东省深圳市南山区华侨城沃尔玛旁边,"113.945282,22.493235",普乐康物业管理公司,2007.8.23,703,2,0,113023,101,已接洽，未签约,物业不同意,深圳
68,,好时光大厦,广东省深圳市罗湖区立新路68号,"113.996451,22.548971",深圳市华侨城物业管理有限公司,2004.9.25,738,2,0,112155,117,已接洽，未签约,,深圳
69,,骏皇名居,广东省深圳市福田区福强路2069,"113.945464,22.504356",深圳市宝能物业管理有限公司,2011.8.24,1088,3,0,110896,70,尚未接洽谈判,,深圳
70,,香格名苑,广东省深圳市南山区月亮湾小南山北侧棉山路,"113.93871,22.486049",半岛城邦花园物业管理有限公司,2006.5.23,1028,3,0,110652,87,已接洽，未签约,找不到合适点位,深圳
71,,宜嘉华庭,广东省深圳市福田区福强路与金田路交汇处 ,"114.022517,22.557547",深圳市振业物业管理有限公司,2000.5.26,712,2,0,110278,91,尚未接洽谈判,,深圳
72,,红树绿洲,广东省深圳市福田区保税区桂花路15号 ,"113.952839,22.530416",深圳招商物业管理有限公司,2003.3.25,1060,3,0,110213,82,已接洽，未签约,,深圳
73,,长城盛世家园二期,广东省深圳市福田区彩云路1号,"113.940949,22.518266",深圳市天海物业管理有限公司,1995.5.23,392,1,0,110205,68,已接洽，未签约,物业不同意,深圳
74,,翠华花园,广东省深圳市罗湖区华丽路2046号,"113.957721,22.531982",深圳市鸿威物业管理有限公司,2004.2.19,746,2,0,109940,77,尚未接洽谈判,,深圳
75,,光纤小区,广东省深圳市福田区八卦三路6号 ,"113.958774,22.528436",深圳市鹏基物业管理服务有限公司,2005.6.1,255,1,0,109868,118,已接洽，未签约,等待物业方审批流程,深圳
76,,百仕达花园,广东省深圳市罗湖区太宁路8号,"113.986724,22.568745",深圳市东部物业管理有限公司,2002.9.12,453,1,0,109762,78,尚未接洽谈判,,深圳
77,,福滨新村,广东省深圳市福田区滨河大道3138号 ,"113.979303,22.555589",深圳华侨城物业管理有限公司,2010.5.1,160,1,0,109650,300,已接洽，未签约,等待物业方审批流程,深圳
78,,菁英趣庭,广东省深圳市宝安区裕安一路3076号 ,"113.937854,22.501804",招商局物业管理有限公司,2012.3.12,1499,5,0,109592,88,已接洽，未签约,找不到合适点位,深圳
79,,莱蒙水榭春天二期,广东省深圳市龙华区宝安龙华二线拓展区人民路,"113.957644,22.527864",中信物业管理公司,2010.4.7,304,1,0,109518,116,已接洽，未签约,等待物业方审批流程,深圳
80,,鸿景翠峰,广东省深圳市罗湖区罗沙路2016号 ,"113.942269,22.499118",深圳湾厦物业管理公司,2014.8.1,348,1,0,109061,88,已接洽，未签约,等待物业方审批流程,深圳
81,,合正中央原著,广东省深圳市龙华区人民路与布龙路交汇处西500米,"113.944227,22.520266",深圳市海联物业管理有限公司,2002.2.19,931,3,0,108941,97,尚未接洽谈判,,深圳
82,,棕榈滩花园,广东省深圳市罗湖区金湖一街38号 ,"113.942052,22.526034",深圳市闽泰物业管理有限公司,2004.9.2,1486,5,0,108877,105,已接洽，未签约,等待物业方审批流程,深圳
83,,花好园,广东省深圳市福田区滨河大道9299号,"113.953725,22.528161",深圳市卓越物业管理有限公司,2006.9.19,312,1,0,108611,182,尚未接洽谈判,,深圳
84,,君逸世家,广东省深圳市宝安区罗田路18号,"113.894099,22.558656",深圳市鸿荣源物业管理有限公司,2015.12.31,912,3,0,108270,73,已接洽，未签约,物业不同意,深圳
85,,恒运豪庭,广东省深圳市福田中心区福华三路8号,"113.944151,22.497102",深圳市世居物业管理有限公司,2007.12.1,568,2,0,107739,129,已接洽，未签约,找不到合适点位,深圳
86,,东方公寓,广东省深圳市南山区华侨城世界之窗地铁口物,"113.898129,22.552289",深圳鸿荣源物业管理公司,2009.3.14,798,2,0,107725,130,尚未接洽谈判,,深圳
87,,雍怡阁,广东省深圳市福田区振中路22号,"114.073161,22.549478 ",嘉里建设（深圳）有限公司,2004.7.10,664,2,0,107645,96,尚未接洽谈判,,深圳
88,,雅仕荔景苑,广东省深圳市南山区南海大道2502号 ,"114.029311,22.561564",深圳市保利物业管理有限公司,2006.8.12,289,1,1,107515,74,已经安装,,深圳
89,,米兰第2季,广东省深圳市南山区招商路61号 ,"113.954953,22.531953",深圳市福田物业管理公司 ,2005.10.13,307,1,0,107428,121,已接洽，未签约,物业不同意,深圳
90,,莱蒙水榭春天,广东省深圳市龙华区人民路2056号 ,"114.098477,22.559824",深圳城建开发集团公司,2003.3.17,392,1,0,107011,88,尚未接洽谈判,,深圳
91,,佛山街,广东省深圳市南山区佛山街1号,"113.900737,22.557975",新锦安物业管理有限公司,2016.12.1,439,1,0,105785,120,已接洽，未签约,找不到合适点位,深圳
92,,聚豪园,广东省深圳市福田区景田路18号 ,"114.100237,22.575834",自有物业,1993.2.13,160,1,0,105261,56,已接洽，未签约,等待物业方审批流程,深圳
93,,广物花园,广东省深圳市南山区蛇口后海大道94号 ,"13.944708,22.495466",普乐康物业管理公司,2013.7.1,674,2,0,104617,87,尚未接洽谈判,,深圳
94,,深业岭秀名苑,广东省深圳市福田区宏威路69号,"114.021483,22.556539",深圳午越物业管理有限公司,2003.4.12,1181,3,0,104499,88,尚未接洽谈判,,深圳
95,,德意名居,广东省深圳市南山区西丽路西丽湖路4221号,"114.004372,22.542867",深圳市创意物业管理有限公司,2004.2.18,260,1,0,104199,123,尚未接洽谈判,,深圳
96,,五洲星苑,广东省深圳市福田区新闻路12号 ,"114.058722,22.533562",葵花物业,2007.3.16,384,1,0,104122,36,尚未接洽谈判,,深圳
97,,信和自由广场,广东省深圳市南山区南海大道2088号,"114.025186,22.562002",深圳市合正物业管理有限公司,2013.4.23,760,2,0,103919,89,已接洽，未签约,物业不同意,深圳
98,,莱英花园,广东省深圳市南山区沙河西路2017号,"114.019359,22.555325",深圳市盛孚物业管理有限公司,2007.8.4,620,2,0,103789,107,已接洽，未签约,找不到合适点位,深圳
99,,香逸名园,广东省深圳市福田区香梅路1036号 ,"114.033588,22.609458",深圳鸿荣源物业管理公司,2012.8.13,4620,15,0,103630,151,已接洽，未签约,,深圳
100,,益田花园二期,广东省深圳市福田区益田路1006号,"114.023361,22.549725",深圳市农科物业管理有限公司,1991.2.1,601,2,0,103545,163,尚未接洽谈判,,深圳
101,,云顶翠峰,广东省深圳市福田区福强路2016号,"113.895314,22.553643",深圳鸿荣源物业管理公司,2008.11.12,1734,5,0,103375,110,尚未接洽谈判,,深圳
102,,合正锦园二期,广东省深圳市罗湖区梧桐山西南麓，国威路东端,"114.026609,22.548412",深圳市前海物业管理有限公司,2007.4.18,300,1,0,103089,88,尚未接洽谈判,,深圳
103,,深圳湾畔花园,广东省深圳市南山区沙河东路186号,"114.026768,22.549752",深圳市美地物业管理有限公司,2001.8.3,490,2,0,102994,85,已接洽，未签约,等待物业方审批流程,深圳
104,,莲花北村,广东省深圳市福田区莲花路1116号 ,"114.032524,22.546847",深圳市农业科技园发展有限公司物业管理分公司,2002.6.1,389,1,0,102442,79,已接洽，未签约,物业不同意,深圳
105,,花样年花郡家园,广东省深圳市宝安区明玉路11号,"113.975735,22.536946",深圳市京基物业管理有限公司,2007.3.12,970,3,0,102376,118,尚未接洽谈判,,深圳
106,,中信海文花园,广东省深圳市南山区学海路2001号,"114.026338,22.548883",深圳市美地物业管理有限公司 ,1999.7.12,438,2,0,102241,101,已接洽，未签约,,深圳
107,,碧海红树园二期,广东省深圳市福田区滨河大道与福荣路交汇处,"113.933469,22.542172",第一太平戴维斯物业服务有限公司,2013.4.19,448,1,0,101827,120,尚未接洽谈判,,深圳
108,,中信星光名庭,广东省深圳市罗湖区童乐路69号 ,"113.936936,22.485696",深圳市华业物业管理有限公司,2006.1.12,477,1,0,101782,64,已接洽，未签约,找不到合适点位,深圳
109,,笔架山公馆,广东省深圳市福田区林园东路1号,"113.920761,22.494952",招商物业,2007.8.19,900,3,0,101749,82,尚未接洽谈判,,深圳
110,,福保桂花苑,广东省深圳市福田区桂花路19号,"114.051204,22.531827",深圳市广业物业管理有限公司,1994.12.14,1296,2,0,101624,91,已接洽，未签约,等待物业方审批流程,深圳
111,,凤凰印象,广东省深圳市罗湖区凤凰路181号,"114.027637,22.547869",深圳市香榭里物业经营管理有限公司,2015.2.1,722,2,0,101460,109,尚未接洽谈判,,深圳
112,,万托家园,广东省深圳市福田区景田路83号,"114.019132,22.546461",深圳市宝能物业管理有限公司,2016.12.1,2000,5,0,101402,85,已接洽，未签约,等待物业方审批流程,深圳
113,,枫丹雅苑,广东省深圳市福田区四号路1号,"114.020984,22.546684",华侨城物业管理公司,2015.10.1,100,1,0,100542,65,已接洽，未签约,找不到合适点位,深圳
114,,福民佳园,广东省深圳市福田区福民路9 ,"114.01468,22.556125",深圳市蔡屋围实业股份有限公司,2014.10.12,368,4,0,100449,87,已接洽，未签约,物业不同意,深圳
115,,水畔紫云阁,广东省深圳市福田区滨河大道3193号,"113.955419,22.527993",深圳市翠拥华庭物业管理有限公司,2008.5.16,480,2,0,100262,178,已接洽，未签约,等待物业方审批流程,深圳
116,,鸿瑞花园三期,广东省深圳市南山区南光路65号,"113.951371,22.531646",中信物业管理公司,2004.4.19,652,2,0,100249,131,已接洽，未签约,等待物业方审批流程,深圳
117,,豪方现代豪园,广东省深圳市南山区高新中二道33号,"113.895314,22.553643",深圳鸿荣源物业管理公司,"2008.3,14",938,3,0,100095,160,尚未接洽谈判,,深圳
118,,黄木岗北区,广东省深圳市福田区梅岗路1号 ,"114.02376,22.550948",天安(深圳)实业发展有限公司,2002.9.16,332,1,0,99790,84,已接洽，未签约,找不到合适点位,深圳
119,,信义金御半山,广东省深圳市龙岗区罗岗社区罗岗路与翔鸽路交汇处,"113.960246,22.531765",深圳招商物业管理有限公司,2002.2.12,1067,3,0,99355,85,已接洽，未签约,等待物业方审批流程,深圳
120,,宝安19区住宅,广东省深圳市宝安区宝安新安公园后面,"113.945174,22.525352",深圳市保利物业管理有限公司,2003.3.13,1205,4,0,99244,148,尚未接洽谈判,,深圳
121,,航天立业华庭,广东省深圳市福田区振华路21号 ,"114.098897,22.559564",深圳市城建物业管理有限公司,1998.7.4,768,2,0,99201,145,已接洽，未签约,等待物业方审批流程,深圳
122,,玫瑰园(蛇口),广东省深圳市南山区四海路1号,"113.985187,22.552218",深圳华侨城物业管理有限公司,2005.9.1,196,1,0,98819,84,尚未接洽谈判,,深圳
123,,南油B区,广东省深圳市南山区登良路14-10,"114.025085,22.546268",深圳市农业科技园发展有限公司物业管理分公司,2003.12.1,288,1,0,98734,86,已接洽，未签约,等待物业方审批流程,深圳
124,,泰安轩,广东省深圳市福田区泰然四路118号,"113.922497,22.502653",深圳市保利物业管理有限公司,2005.3.23,214,1,0,98642,93,尚未接洽谈判,,深圳
125,,泰华阳光海花园,广东省深圳市宝安区悦和路6号,"114.509421,22.577753",花样年物业国际管理服务有限公司,2015.10.31,452,1,0,98435,61,已接洽，未签约,等待物业方审批流程,深圳
126,,园中花园,广东省深圳市福田区园岭五街17号,"114.02003,22.548128",深圳市诺德物业管理有限公司,2007.2.13,198,1,0,98211,91,已接洽，未签约,找不到合适点位,深圳
127,,金色海琴苑,广东省深圳市南山区后海大道1002号 ,"113.960792,22.556696",深圳市金地物业管理有限公司,2003.9.12,389,1,0,97539,93,已接洽，未签约,等待物业方审批流程,深圳
128,,向南海德大厦,广东省深圳市南山区南新路1154号,"113.922621,22.506868",深圳市新一代物业管理有限公司,2006.3.14,568,2,0,97366,179,已接洽，未签约,物业不同意,深圳
129,,全海花园,广东省深圳市福田区金地1路12号,"113.919569,22.495445",深圳招商物业管理有限公司,2004.5.9,564,2,0,96808,156,已接洽，未签约,等待物业方审批流程,深圳
130,,绿景蓝湾半岛,广东省深圳市福田区福荣路20号,"113.95905,22.546725",深圳华润物业管理有限公司,2014.10.10,1231,4,5,96471,123,已经安装,,深圳
131,,雷圳0755,广东省深圳市南山区前海路0389号 ,"113.948524,22.497403",深圳市皇庭物业管理有限公司,2009.8.3,380,1,0,96288,132,已接洽，未签约,等待物业方审批流程,深圳
132,,雨田村二期,广东省深圳市福田区莲花路与雨田路交口 ,"113.913322,22.484482",招商局物业管理有限公司,2013.2.7,323,1,0,95805,370,尚未接洽谈判,,深圳
133,,皇御苑五期,广东省深圳市福田区福田南路7号,"114.028197,22.544315",戴德梁行房地产顾问（深圳）有限公司,2006.4.13,112,1,0,95628,200,已接洽，未签约,找不到合适点位,深圳
134,,怡枫园二期,广东省深圳市福田区景田东路45号,"114.001672,22.535207",深圳市金地物业管理有限公司,2002.9.19,553,2,0,95373,165,已接洽，未签约,等待物业方审批流程,深圳
135,,环岛丽园,广东省深圳市罗湖区华丽路1099号,"113.980525,22.558105",荣超物业,2007.11.12,207,1,0,95192,173,尚未接洽谈判,,深圳
136,,29号大院,广东省深圳市罗湖区中兴路29号 ,"113.930877,22.490496",深圳市华业物业管理有限公司,2005.7.25,642,2,0,95188,128,已接洽，未签约,等待物业方审批流程,深圳
137,,明月花园,广东省深圳市福田区益田路3009号 ,"114.032114,22.558105",深圳市彩生活物业管理有限公司,2002.10.6,492,2,0,95017,121,已接洽，未签约,找不到合适点位,深圳
138,,百花苑,广东省深圳市宝安区宝民一路1巷60号 ,"114.001232,22.543338",深圳市华侨城物业管理有限公司,2014.9.8,209,1,0,94646,88,已接洽，未签约,等待物业方审批流程,深圳
139,,天朗风清,广东省深圳市南山区桃李路2号,"113.941821,22.49752",深圳湾厦物业管理公司,2012.2.5,758,2,0,94634,148,已接洽，未签约,物业不同意,深圳
140,,南海大厦,广东省深圳市南山区南山大道1111号,"113.962329,22.554936",深圳华润物业管理有限公司,2014.10.1,2500,8,0,94448,75,已接洽，未签约,等待物业方审批流程,深圳
141,,深物业前海港湾花园,广东省深圳市南山区月亮湾大道2007号,"113.932379,22.544613",深圳市东部物业管理服务公司,2004.5.9,544,2,0,94236,146,已接洽，未签约,找不到合适点位,深圳
142,,湖滨花园,广东省深圳市宝安区前进一路1号,"114.020984,22.546684",深圳市东部物业管理有限公司,2005.4.1,728,2,0,94184,46,已接洽，未签约,等待物业方审批流程,深圳
143,,凯旋国际,广东省深圳市宝安区沙井西环路2109,"113.960792,22.556696",深圳市金地物业管理有限公司,2005.2.1,319,1,0,94023,168,尚未接洽谈判,,深圳
144,,招北小区,广东省深圳市南山区工业七路99号,"114.02586,22.560959",深圳市万科物业管理有限公司,2001.4.20,440,1,0,93857,89,已接洽，未签约,等待物业方审批流程,深圳
145,,绿景新美域,广东省深圳市福田区福强路与新洲三街交汇处,"114.018268,22.554652",深圳市福田物业发展有限公司,2007.1.26,279,1,0,93034,73,尚未接洽谈判,,深圳
146,,桑泰丹华二期,广东省深圳市南山区丽山里和平山一路交汇处东北,"113.9019,22.556729",深圳鸿荣源物业管理公司,2006.1.23,905,3,0,93015,165,已接洽，未签约,等待物业方审批流程,深圳
147,,景田住宅区,广东省深圳市福田区新洲北路,"114.116736,22.543082",深圳华润物业管理有限公司,2009.12.9,879,3,0,92861,230,尚未接洽谈判,,深圳
148,,塘朗雅苑,广东省深圳市南山区西丽珠光路与龙珠一路交汇处，万佳,"114.004614,22.597149",深圳市宝能物业管理有限公司,2018.3.6,1417,4,0,92758,150,尚未接洽谈判,找不到合适点位,深圳
